Site,Date,DOY,Sunset time,Time,After sunset (min),SQM (mags/arcsec2),Temperature (°C),Wet Bulb Temp (°C),Relative Humidity (%),Barometric Pressure (mb),Altitude (m),Station Pressure (mb),Heat Index (°C),Dew Point (°C),Humidity Ratio (g/kg),Density Altitude (m),Relative Air Density (%),Air Flow (m3/m),Air Speed (km/h),Evaporation Rate (kg/m²/h),Wind Chill (°C),Delta T (°C),Air Density (kg/m3),Notes
S1-3,June 11,161,8:21 PM,9:31 PM,70,19.13,20.9,18.3,77.5,1001.7,38,1008.7,21.3,16.9,12.07,333,96.8,0,0,0.03,20.9,2.6,1.186,Light may not have been turned on to brightest setting
S1-3,June 11,161,8:21 PM,9:46 PM,85,19.2,21.1,17.9,74,1001.7,37,1008.8,21.3,16.2,11.59,334,96.8,0,0,0.03,21,3.2,1.186,Light may not have been turned on to brightest setting
S1-3,June 11,161,8:21 PM,10:01 PM,100,19.43,20.3,17.5,76,1001.7,38,1008.7,20.5,15.9,11.38,308,97,2,1.4,0.05,20.3,2.8,1.189,Light may not have been turned on to brightest setting
S1-3,June 11,161,8:21 PM,10:16 PM,115,19.39,21.6,18.1,71.4,1001.9,37,1008.9,21.9,16.2,11.57,351,96.6,0,0,0.03,21.5,3.5,1.184,Light may not have been turned on to brightest setting
S1-3,June 11,161,8:21 PM,10:31 PM,130,19.39,20.4,17.6,77,1001.9,36,1008.9,20.6,16.2,11.58,309,97,0,0,0.03,20.4,2.8,1.189,Light may not have been turned on to brightest setting
S2-1,June 11,161,8:21 PM,8:21 PM,0,11.18,22.3,18.9,73,1009.6,28,1009.6,22.8,17.2,12.36,375,96.4,0,0,0.02,22.3,3.4,1.181,
S2-1,June 11,161,8:21 PM,8:36 PM,15,13.13,20.9,17.8,74.1,1009.2,31,1009.2,21.2,16.2,11.57,324,96.9,5,3.4,0.07,20.9,3.1,1.187,
S2-1,June 11,161,8:21 PM,8:51 PM,30,15.77,21.4,18.5,75.8,1009.9,26,1009.9,21.9,17,12.14,338,96.7,0,0,0.03,21.4,2.9,1.185,snapshot
S2-1,June 11,161,8:21 PM,9:06 PM,45,17.81,21.6,18.9,77.6,1010.1,24,1010.1,22.1,17.5,12.56,344,96.7,0,0,0.02,21.5,2.7,1.185,
S2-1,June 11,161,8:21 PM,9:21 PM,60,18.08,21.5,18.8,78.1,1010.1,24,1010.1,22.1,17.5,12.58,342,96.7,0,0,0.02,21.5,2.7,1.185,
S2-1,June 11,161,8:21 PM,9:36 PM,75,18.33,21,17.4,70.9,1010.2,23,1010.2,21,15.5,11.04,314,97,2,1.4,0.06,20.9,3.6,1.188,
S2-1,June 11,161,8:21 PM,9:51 PM,90,18.42,21.1,18.4,77.4,1010.4,21,1010.4,21.5,17,12.17,323,96.9,0,0,0.03,21.1,2.7,1.187,
S2-1,June 11,161,8:21 PM,10:06 PM,105,18.47,21.3,18.5,77.2,1010.4,22,1010.4,21.7,17.1,12.25,329,96.8,0,0,0.03,21.2,2.8,1.186,
S2-1,June 11,161,8:21 PM,10:21 PM,120,18.64,20.8,17.4,72.9,1010.4,21,1010.4,20.8,15.7,11.14,301,97.1,0,0,0.04,20.6,3.3,1.189,
S2-2,June 11,161,8:21 PM,8:26 PM,5,10.87,22.4,18,65.8,1009.6,28,1009.6,22.5,15.7,11.16,369,96.5,0,0,0.04,22.3,4.4,1.182,
S2-2,June 11,161,8:21 PM,8:41 PM,20,13.21,21.2,17.3,68.5,1009.6,28,1009.6,21.3,15.2,10.82,326,96.9,2,1.7,0.06,21.2,3.9,1.187,
S2-2,June 11,161,8:21 PM,8:56 PM,35,16.03,21.7,18.4,73.6,1009.9,26,1009.9,22.2,16.8,12.02,348,96.6,2,1.5,0.04,21.7,3.3,1.184,
S2-2,June 11,161,8:21 PM,9:11 PM,50,17.83,22,18.2,69.8,1010.1,24,1010.1,22.4,16.3,11.6,355,96.6,0,0,0.03,22,3.8,1.183,
S2-2,June 11,161,8:21 PM,9:26 PM,65,17.93,22.4,19,72.6,1010.1,24,1010.1,22.9,17.3,12.38,374,96.4,0,0,0.02,22.4,3.4,1.181,
S2-2,June 11,161,8:21 PM,9:41 PM,80,18.73,22.1,19.5,78.6,1010.4,22,1010.4,22.6,18.2,13.11,363,96.5,1,1.3,0.02,22,2.6,1.182,
S2-2,June 11,161,8:21 PM,9:56 PM,95,18.83,21.4,18.5,75.1,1010.3,23,1010.3,21.9,16.9,12.04,334,96.8,0,0,0.03,21.4,3,1.186,
S2-2,June 11,161,8:21 PM,10:11 PM,110,18.98,21.1,17.9,73.7,1010.4,22,1010.4,21.4,16.2,11.6,319,96.9,0,0,0.03,21.1,3.2,1.187,
S2-2,June 11,161,8:21 PM,10:26 PM,125,19.31,20.7,17.4,72.9,1010.4,21,1010.4,20.7,15.7,11.14,301,97.1,0,0,0.04,20.6,3.3,1.189,
S2-3,June 11,161,8:21 PM,8:31 PM,10,11.38,22.2,18.6,70.9,1009.5,29,1009.5,22.6,16.7,11.94,369,96.5,2,1.5,0.04,22.2,3.6,1.182,
S2-3,June 11,161,8:21 PM,8:46 PM,25,13.94,21.2,18,73.2,1009.6,28,1009.6,21.6,16.3,11.61,332,96.8,0,0,0.03,21.2,3.2,,
S2-3,June 11,161,8:21 PM,9:01 PM,40,16.59,21.6,18.9,77.6,1010.1,24,1010.1,22.1,17.5,12.56,344,96.7,0,0,0.02,21.5,2.7,1.185,
S2-3,June 11,161,8:21 PM,9:16 PM,55,18.36,21.5,17.4,67.4,1009.9,26,1009.9,21.8,15.2,10.83,333,96.8,0,0,0.04,21.5,4.1,1.186,
S2-3,June 11,161,8:21 PM,9:31 PM,70,18.49,21.6,17.6,68,1009.9,25,1009.9,21.8,15.4,10.97,336,96.8,0,0,0.04,21.5,4,1.185,
S2-3,June 11,161,8:21 PM,9:46 PM,85,18.99,20.9,17.7,73.9,1010.1,24,1010.1,21,16,11.43,312,97,0,0,0.04,20.8,3.2,1.188,
S2-3,June 11,161,8:21 PM,10:01 PM,100,19.11,21.2,17.4,69.7,1010.2,24,1010.2,21.3,15.4,10.97,320,96.9,0,0,0.04,21.1,3.8,1.187,
S2-3,June 11,161,8:21 PM,10:16 PM,115,19.12,20.6,17.2,71.7,1010.1,24,1010.1,20.7,15.3,10.92,301,97.1,0,0,0.04,20.6,3.4,1.189,
S2-3,June 11,161,8:21 PM,10:31 PM,130,18.53,20.8,17.6,73.7,1010.2,23,1010.2,20.9,15.9,11.35,309,97,2,1.8,0.06,20.7,3.2,1.189,
S3-1,June 11,161,8:21 PM,8:21 PM,0,7.81,26.3,20.1,56.8,1012.6,3,1012.6,26.8,17.1,12.17,480,95.4,0,0,0.03,26.3,6.2,1.169,
S3-1,June 11,161,8:21 PM,8:36 PM,15,9.65,20.8,17.6,73.2,1013.3,-1,1013.3,21,15.8,11.25,277,97.3,0,0,0.04,20.8,3.2,1.192,
S3-1,June 11,161,8:21 PM,8:51 PM,30,12.47,21.5,17.6,69,1013.3,-2,1013.3,21.6,15.5,11.03,299,97.1,0,0,0.04,21.4,3.9,1.19,
S3-1,June 11,161,8:21 PM,9:06 PM,45,14.84,19.4,16.8,77.5,1013.8,-6,1013.8,19.4,15.4,10.9,220,97.9,0,0,0.04,19.4,2.6,1.199,
S3-1,June 11,161,8:21 PM,9:21 PM,60,17.22,18.8,16.8,82,1013.7,-5,1013.7,18.8,15.7,11.13,202,98,0,0,0.04,18.8,2,1.201,
S3-1,June 11,161,8:21 PM,9:36 PM,75,18.49,18.6,16.6,82.1,1013.9,-7,1013.9,18.5,15.5,11,192,98.1,0,0,0.04,18.6,2,1.202,
S3-1,June 11,161,8:21 PM,9:51 PM,90,18.87,18.5,16.7,83.7,1013.8,-6,1013.8,18.4,15.7,11.1,188,98.2,0,0,0.04,18.4,1.8,1.203,
S3-1,June 11,161,8:21 PM,10:06 PM,105,18.79,18.4,16.4,81.5,1013.9,-7,1013.9,18.3,15.2,10.79,184,98.2,2,1.4,0.06,18.4,2,1.203,
S3-1,June 11,161,8:21 PM,10:21 PM,120,18.67,18.2,16.6,85.6,1013.9,-6,1013.9,18.1,15.7,11.14,177,98.3,1,1.2,0.05,18.1,1.6,1.204,
S3-2,June 11,161,8:21 PM,8:26 PM,5,8.46,24.8,18.3,54.4,1013.3,-2,1013.3,24.3,14.9,10.6,410,96.1,1,1.1,0.06,24.7,6.5,1.177,
S3-2,June 11,161,8:21 PM,8:41 PM,20,10.7,21.1,17.4,69.7,1013.4,-3,1013.4,21.3,15.3,10.89,284,97.2,0,0,0.04,21.1,3.7,1.191,
S3-2,June 11,161,8:21 PM,8:56 PM,35,13.4,21.1,17.4,69.3,1013.6,-4,1013.6,21.3,15.3,10.86,283,97.3,0,0,0.04,21.1,3.8,1.192,
S3-2,June 11,161,8:21 PM,9:11 PM,50,15.95,19.3,16.7,76.8,1013.7,-4,1013.7,19.2,15.2,10.75,217,97.9,0,0,0.04,19.3,2.6,1.199,
S3-2,June 11,161,8:21 PM,9:26 PM,65,17.71,19.2,16.7,77.8,1013.9,-6,1013.9,19,15.2,10.79,210,97.9,0,0,0.04,19.1,2.5,1.2,
S3-2,June 11,161,8:21 PM,9:41 PM,80,18.75,19.5,16.9,77.2,1014,-7,1014,19.4,15.4,10.9,219,97.9,0,0,0.04,19.4,2.6,1.199,
S3-2,June 11,161,8:21 PM,9:56 PM,95,18.86,18.8,16.7,81.2,1014,-7,1014,18.7,15.5,10.98,196,98.1,0,0,0.04,18.7,2.1,1.202,
S3-2,June 11,161,8:21 PM,10:11 PM,110,18.76,18.5,16.6,83.3,1013.4,-3,1013.4,18.5,15.6,11.09,193,98.1,2,1.6,0.06,18.5,1.9,1.202,
S3-2,June 11,161,8:21 PM,10:26 PM,125,18.52,18.2,16.7,86.1,1013.3,-1,1013.3,18.1,15.8,11.24,183,98.2,0,0,0.04,18.1,1.5,1.203,
S3-3,June 11,161,8:21 PM,8:31 PM,10,9.14,21,18,75.2,1013.3,-2,1013.3,21.3,16.4,11.67,285,97.2,2,1.4,0.05,20.9,3,1.191,
S3-3,June 11,161,8:21 PM,8:46 PM,25,11.43,21.1,17.7,72.1,1013.7,-5,1013.7,21.3,15.8,11.25,282,97.3,0,0,0.04,21,3.4,1.192,
S3-3,June 11,161,8:21 PM,9:01 PM,40,14.08,19.8,17.6,80.6,1013.6,-4,1013.6,20,16.4,11.64,241,97.7,0,0,0.03,19.8,2.2,1.196,
S3-3,June 11,161,8:21 PM,9:16 PM,55,16.39,18.5,16.4,81.5,1014,-7,1014,18.3,15.2,10.82,185,98.2,0,0,0.04,18.4,2.1,1.203,
S3-3,June 11,161,8:21 PM,9:31 PM,70,18.1,18.6,16.4,80.3,1013.9,-7,1013.9,18.3,15.1,10.74,188,98.2,0,0,0.05,18.5,2.2,1.202,
S3-3,June 11,161,8:21 PM,9:46 PM,85,18.84,18.5,16.5,81.8,1014.3,-10,1014.3,18.4,15.4,10.89,183,98.2,0,0,0.04,18.5,2,1.203,
S3-3,June 11,161,8:21 PM,10:01 PM,100,18.86,18.6,16.5,81.7,1013.6,-4,1013.6,18.5,15.4,10.94,194,98.1,0,0,0.04,18.6,2.1,1.202,
S3-3,June 11,161,8:21 PM,10:16 PM,115,18.75,18.4,16.6,84.3,1014.1,-8,1014.1,18.3,15.7,11.14,182,98.2,0,0,0.04,18.3,1.8,1.203,
S3-3,June 11,161,8:21 PM,10:31 PM,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W1-1,June 13,163,8:22 PM,8:22 PM,0,8.63,17.9,13.1,58.1,1017.3,-36,1017.3,16.5,9.6,7.38,110,98.9,5,3.4,0.17,17.9,4.8,1.212,
W1-1,June 13,163,8:22 PM,8:37 PM,15,10.49,18.1,12.9,55,1017.4,-36,1017.4,16.6,9,7.08,114,98.9,0,0,0.09,18.1,5.2,1.211,
W1-1,June 13,163,8:22 PM,8:52 PM,30,13.2,18.2,13,55.4,1017.6,-38,1017.6,16.6,9.1,7.15,114,98.9,0,0,0.09,18.1,5.2,1.211,
W1-1,June 13,163,8:22 PM,9:07 PM,45,15.6,18.5,13.5,57.3,1017.9,-40,1017.9,17,9.9,7.53,124,98.8,0,0,0.08,18.4,5,1.21,
W1-1,June 13,163,8:22 PM,9:22 PM,60,17.16,18.6,13.3,55.6,1018,-40,1018,17.2,9.5,7.36,127,98.7,0,0,0.09,18.6,5.3,1.21,
W1-1,June 13,163,8:22 PM,9:37 PM,75,18.13,18.4,13.5,58,1018,-40,1018,16.9,10,7.58,121,98.8,0,0,0.08,18.3,4.9,1.21,
W1-1,June 13,163,8:22 PM,9:52 PM,90,17.9,18.6,13.6,58.3,1018.2,-43,1018.2,17.2,10.2,7.71,126,98.7,0,0,0.08,18.5,5,1.21,
W1-1,June 13,163,8:22 PM,10:07 PM,105,17.67,17.7,13.2,60.7,1018.3,-43,1018.3,16.5,10,7.6,93,99.1,1,1.3,0.11,17.7,4.5,1.214,
W1-1,June 13,163,8:22 PM,10:22 PM,120,17.04,18.1,13.5,60.4,1018.1,-41,1018.1,16.9,10.3,7.77,110,98.9,2,1.4,0.11,18.1,4.6,1.212,
W1-2,June 13,163,8:22 PM,8:27 PM,5,10.61,18.4,13.1,55.4,1017.7,-38,1017.7,16.8,9.3,7.22,120,98.8,0,0,0.09,18.3,5.2,1.21,
W1-2,June 13,163,8:22 PM,8:42 PM,20,12.73,17.9,12.9,57.3,1017.9,-40,1017.9,16.4,9.3,7.24,101,99,2,1.6,0.13,17.8,5,1.213,
W1-2,June 13,163,8:22 PM,8:57 PM,35,15.23,17.7,12.8,57.6,1018.1,-42,1018.1,16.3,9.3,7.22,93,99.1,0,0,0.09,17.7,4.9,1.214,
W1-2,June 13,163,8:22 PM,9:12 PM,50,17.36,18.2,13.1,56.4,1018.2,-43,1018.2,16.8,9.4,7.3,111,98.9,1,1.2,0.12,18.2,5.1,1.211,
W1-2,June 13,163,8:22 PM,9:27 PM,65,17.64,18.2,13.3,57.9,1018.4,-45,1018.4,16.8,9.8,7.48,110,98.9,2,1.4,0.12,18.2,4.9,1.212,
W1-2,June 13,163,8:22 PM,9:42 PM,80,18.21,18.2,13.1,56.5,1018.3,-44,1018.3,16.8,9.4,7.31,110,98.9,0,0,0.09,18.2,5.1,1.212,
W1-2,June 13,163,8:22 PM,9:57 PM,95,18,18.2,13.6,60.3,1018.6,-47,1018.6,16.9,10.4,7.78,108,98.9,0,0,0.08,18.1,4.6,1.212,
W1-2,June 13,163,8:22 PM,10:12 PM,110,18.17,17.7,13.5,63,1018.5,-45,1018.5,16.5,10.6,7.89,92,99.1,0,0,0.08,17.6,4.2,1.214,
W1-2,June 13,163,8:22 PM,10:27 PM,125,17.92,17.8,13.4,61.7,1018.4,-44,1018.4,16.6,10.4,7.79,98,99,0,0,0.08,17.8,4.4,1.213,
W1-3,June 13,163,8:22 PM,8:32 PM,10,9.64,18.4,13.6,58.5,1017.3,-36,1017.3,17.1,10.2,7.69,131,98.7,0,0,0.08,18.4,4.8,1.209,
W1-3,June 13,163,8:22 PM,8:47 PM,25,12.08,18.7,13.6,56.9,1017.5,-37,1017.5,17.3,9.9,7.57,135,98.7,0,0,0.08,18.6,5.1,1.209,
W1-3,June 13,163,8:22 PM,9:02 PM,40,14.65,18.2,13,55.2,1017.8,-39,1017.8,16.7,9.1,7.16,115,98.9,0,0,0.09,18.2,5.2,1.211,
W1-3,June 13,163,8:22 PM,9:17 PM,55,16.74,17.9,12.9,56.6,1017.9,-40,1017.9,16.5,9.2,7.19,104,99,0,0,0.09,17.9,5,1.212,
W1-3,June 13,163,8:22 PM,9:32 PM,70,17.72,18.2,13.5,59,1017.9,-40,1017.9,16.8,10.1,7.62,114,98.9,1,1.2,0.11,18.1,4.7,1.211,
W1-3,June 13,163,8:22 PM,9:47 PM,85,17.81,18.4,13.4,57.9,1018,-41,1018,16.9,9.9,7.55,120,98.8,1,1.2,0.11,18.3,5,1.21,
W1-3,June 13,163,8:22 PM,10:02 PM,100,17.76,17.9,13.7,63,1018.1,-42,1018.1,16.8,10.8,8,104,99,0,0,0.08,17.9,4.2,1.212,
W1-3,June 13,163,8:22 PM,10:17 PM,115,17.81,17.9,14,64.9,1018,-41,1018,16.9,11.3,8.27,109,98.9,0,0,0.08,17.9,4,1.212,
W1-3,June 13,163,8:22 PM,10:32 PM,130,17.38,18.1,13.6,61.4,1017.9,-40,1017.9,16.8,10.5,7.87,112,98.9,1,1.1,0.1,18,4.5,1.211,
W2-1,June 13,163,8:22 PM,8:22 PM,0,10.61,18,14.5,69,1008,-14,1015.1,17.2,12.2,8.85,145,98.6,0,0,0.07,18,3.5,1.208,
W2-1,June 13,163,8:22 PM,8:37 PM,15,12.89,17.4,14.1,70.6,1008.4,-16,1015.4,16.7,12,8.72,119,98.8,2,1.4,0.1,17.4,3.3,1.211,
W2-1,June 13,163,8:22 PM,8:52 PM,30,15.1,16.7,13.7,71.8,1008.4,-17,1015.4,16.1,11.6,8.47,92,99.1,0,0,0.07,16.7,3,1.214,
W2-1,June 13,163,8:22 PM,9:07 PM,45,17.47,16.5,13.4,71.2,1008.5,-18,1015.6,15.8,11.3,8.3,82,99.2,0,0,0.08,16.5,3.1,1.215,
W2-1,June 13,163,8:22 PM,9:22 PM,60,18.44,16.6,13.6,72.2,1008.7,-19,1015.7,16,11.6,8.47,85,99.1,0,0,0.07,16.6,3,1.214,
W2-1,June 13,163,8:22 PM,9:37 PM,75,18.51,16.8,13.9,73.7,1008.7,-19,1015.7,16.2,12.1,8.74,93,99.1,0,0,0.07,16.7,2.9,1.214,
W2-1,June 13,163,8:22 PM,9:52 PM,90,18.96,16.5,13.3,71,1009,-23,1016.1,15.7,11.2,8.26,75,99.2,0,0,0.08,16.4,3.2,1.216,
W2-1,June 13,163,8:22 PM,10:07 PM,105,19.09,16.6,13.7,74,1008.7,-21,1015.8,16,11.9,8.67,85,99.1,1,1.2,0.1,16.5,2.9,1.215,
W2-1,June 13,163,8:22 PM,10:22 PM,120,20.95,16.6,14.1,76.6,1008.7,-21,1015.8,16.2,12.5,9.02,90,99.1,2,1.6,0.1,16.6,2.5,1.214,
W2-2,June 13,163,8:22 PM,8:27 PM,5,9.89,17.4,13.6,66.9,1007.5,-10,1014.6,16.4,11.1,8.23,122,98.8,0,0,0.08,17.3,3.8,1.21,
W2-2,June 13,163,8:22 PM,8:42 PM,20,12.18,17.4,14,69.8,1007.7,-11,1014.8,16.6,11.8,8.61,124,98.8,2,1.4,0.1,17.3,3.4,1.21,
W2-2,June 13,163,8:22 PM,8:57 PM,35,14.91,17.2,14,70.7,1008.4,-17,1015.4,16.5,11.8,8.62,113,98.9,0,0,0.07,17.2,3.2,1.211,
W2-2,June 13,163,8:22 PM,9:12 PM,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-2,June 13,163,8:22 PM,9:27 PM,65,18.66,16.6,13.4,70.7,1008.4,-17,1015.4,15.9,11.3,8.31,89,99.1,0,0,0.08,16.6,3.2,1.214,
W2-2,June 13,163,8:22 PM,9:42 PM,80,19.21,16.6,13.5,71.4,1008.7,-19,1015.7,16,11.4,8.39,85,99.1,0,0,0.08,16.6,3.1,1.214,
W2-2,June 13,163,8:22 PM,9:57 PM,95,18.98,16.7,13.6,71.2,1008.7,-19,1015.7,16,11.5,8.41,89,99.1,0,0,0.08,16.7,3.1,1.214,
W2-2,June 13,163,8:22 PM,10:12 PM,110,19.23,16.2,13.2,72,1009,-21,1016,15.6,11.2,8.23,67,99.3,1,1.2,0.1,16.2,3,1.217,
W2-2,June 13,163,8:22 PM,10:27 PM,125,19.57,16.9,13.9,72.7,1007.7,-12,1014.8,16.3,12,8.71,108,98.9,2,1.9,0.11,16.9,3,1.212,
W2-3,June 13,163,8:22 PM,8:32 PM,10,10.63,18.8,15,67.2,1007.5,-10,1014.6,17.9,12.6,9.06,178,98.2,0,0,0.07,18.7,3.8,1.204,
W2-3,June 13,163,8:22 PM,8:47 PM,25,12.88,16.6,13.2,68.9,1007.9,-13,1014.9,15.7,10.8,8.06,89,99.1,3,2.1,0.12,16.5,3.4,1.214,
W2-3,June 13,163,8:22 PM,9:02 PM,40,15.45,16.5,13.2,69.3,1008,-14,1015.1,15.7,10.9,8.08,86,99.1,2,1.6,0.11,16.5,3.3,1.214,
W2-3,June 13,163,8:22 PM,9:17 PM,55,17.44,16.6,13.3,70.1,1008.2,-15,1015.3,15.8,11.1,8.19,85,99.1,1,1.1,0.1,16.5,3.2,1.214,
W2-3,June 13,163,8:22 PM,9:32 PM,70,18.82,16.6,13.3,70,1008.2,-15,1015.1,15.8,11.1,8.2,90,99.1,2,1.3,0.11,16.5,3.3,1.214,
W2-3,June 13,163,8:22 PM,9:47 PM,85,19.01,16.2,13.2,72.2,1008.5,-17,1015.5,15.6,11.2,8.27,73,99.2,2,1.4,0.11,16.2,3,1.216,
W2-3,June 13,163,8:22 PM,10:02 PM,100,18.96,16.8,13.6,71.2,1008.5,-19,1015.6,16,11.5,8.44,92,99.1,2,1.6,0.11,16.7,3.2,1.214,
W2-3,June 13,163,8:22 PM,10:17 PM,115,19.19,16.7,14.1,76.4,1008.4,-17,1015.4,16.2,12.5,9,93,99.1,2,1.3,0.09,16.6,2.6,1.214,
W2-3,June 13,163,8:22 PM,10:32 PM,130,19.42,16.2,13.5,75.2,1008.4,-17,1015.4,15.8,11.8,8.61,76,99.2,1,1.3,0.1,16.2,2.7,1.216,
W3-1,June 13,163,8:22 PM,8:22 PM,0,7.44,21.4,16.4,60.4,1016.6,-30,1016.6,21.4,13.5,9.59,254,97.5,0,0,0.06,21.4,5,1.195,
W3-1,June 13,163,8:22 PM,8:37 PM,15,9.52,17.4,14.1,70.6,1016.9,-31,1016.9,16.7,12,8.71,104,99,0,0,0.07,17.4,3.3,1.212,
W3-1,June 13,163,8:22 PM,8:52 PM,30,11.95,16.8,14.1,75,1017.4,-36,1017.4,16.4,12.4,8.91,79,99.2,0,0,0.07,16.8,2.7,1.215,
W3-1,June 13,163,8:22 PM,9:07 PM,45,14.62,16.5,13.6,73.4,1017.4,-36,1017.4,16,11.7,8.54,64,99.3,0,0,0.07,16.5,2.9,1.217,
W3-1,June 13,163,8:22 PM,9:22 PM,60,17,16.6,13.5,71.3,1017.7,-38,1017.7,16,11.4,8.37,65,99.3,0,0,0.08,16.6,3.1,1.217,
W3-1,June 13,163,8:22 PM,9:37 PM,75,18.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 13,163,8:22 PM,9:52 PM,90,18.49,16.8,13.8,72.8,1017.7,-39,1017.7,16.1,11.9,8.61,72,99.3,1,1.2,0.1,16.7,3,1.216,
W3-1,June 13,163,8:22 PM,10:07 PM,105,17.83,16.6,13.4,70.7,1017.9,-40,1017.9,15.8,11.2,8.26,61,99.4,0,0,0.08,16.5,3.2,1.217,
W3-1,June 13,163,8:22 PM,10:22 PM,120,17.95,16.3,13.6,75,1017.9,-40,1017.9,15.8,11.8,8.59,51,99.5,0,0,0.07,16.2,2.7,1.218,
W3-2,June 13,163,8:22 PM,8:27 PM,5,8.39,18.1,14.7,69.8,1016.7,-30,1016.7,17.3,12.5,9,132,98.7,0,0,0.07,18,3.4,1.209,
W3-2,June 13,163,8:22 PM,8:42 PM,20,10.46,17.6,14,68.1,1017.1,-33,1017.1,16.7,11.6,8.47,106,98.9,0,0,0.07,17.5,3.6,1.212,
W3-2,June 13,163,8:22 PM,8:57 PM,35,13.46,16.9,14,74.1,1017.4,-36,1017.4,16.3,12.2,8.82,79,99.2,2,1.3,0.09,16.8,2.9,1.215,
W3-2,June 13,163,8:22 PM,9:12 PM,50,16.1,16.8,13.9,73.5,1017.4,-36,1017.4,16.2,12,8.69,74,99.2,2,1.4,0.1,16.7,2.9,1.216,
W3-2,June 13,163,8:22 PM,9:27 PM,65,17.72,16.9,13.7,70.5,1017.6,-37,1017.6,16.2,11.5,8.41,77,99.2,1,1.2,0.1,16.9,3.2,1.215,
W3-2,June 13,163,8:22 PM,9:42 PM,80,18.75,16.7,14.1,75.3,1017.6,-38,1017.6,16.3,12.4,8.9,74,99.2,0,0,0.07,16.7,2.6,1.216,
W3-2,June 13,163,8:22 PM,9:57 PM,95,18.91,16.2,13.2,71.7,1018,-41,1018,15.6,11.1,8.18,46,99.5,0,0,0.08,16.2,3,1.219,
W3-2,June 13,163,8:22 PM,10:12 PM,110,18.07,16.7,13.5,71.2,1017.9,-40,1017.9,15.9,11.4,8.36,64,99.3,0,0,0.08,16.6,3.2,1.217,
W3-2,June 13,163,8:22 PM,10:27 PM,125,18.24,16.3,13.6,73.9,1017.7,-38,1017.7,15.8,11.7,8.5,56,99.4,0,0,0.07,16.3,2.7,1.218,
W3-3,June 13,163,8:22 PM,8:32 PM,10,11,18.2,15,71.2,1016.8,-30,1016.8,17.4,12.9,9.22,135,98.7,0,0,0.06,18.1,3.2,1.209,
W3-3,June 13,163,8:22 PM,8:47 PM,25,12.46,17.6,14.4,71.8,1017,-32,1017,16.9,12.4,8.95,110,98.9,0,0,0.07,17.5,3.2,1.212,
W3-3,June 13,163,8:22 PM,9:02 PM,40,16.48,16.8,13.8,72,1017.3,-36,1017.3,16.2,11.7,8.53,77,99.2,0,1.1,0.07,16.8,3,1.215,
W3-3,June 13,163,8:22 PM,9:17 PM,55,17.9,17.1,13.9,71.1,1017.2,-35,1017.2,16.3,11.8,8.57,86,99.1,1,1.1,0.1,17,3.1,1.214,
W3-3,June 13,163,8:22 PM,9:32 PM,70,18.66,16.9,13.8,71.3,1017.6,-37,1017.6,16.2,11.7,8.5,78,99.2,0,0,0.07,16.9,3.1,1.215,
W3-3,June 13,163,8:22 PM,9:47 PM,85,18.95,16.5,13.4,71.6,1017.9,-40,1017.9,15.8,11.3,8.3,57,99.4,0,0,0.08,16.4,3.1,1.218,
W3-3,June 13,163,8:22 PM,10:02 PM,100,18.73,16.6,13.7,72.8,1017.8,-40,1017.8,16,11.7,8.53,65,99.3,0,0,0.07,16.6,2.9,1.217,
W3-3,June 13,163,8:22 PM,10:17 PM,115,19.13,16.6,13.6,72.2,1017.7,-39,1017.7,15.9,11.6,8.43,64,99.3,2,1.4,0.1,16.5,3,1.217,
W3-3,June 13,163,8:22 PM,10:32 PM,130,18.92,17.1,14,72.1,1017.5,-36,1017.5,16.4,12,8.69,85,99.1,0,0,0.07,17,3,1.215,
Z1-1,June 16,166,8:23 PM,8:23 PM,0,9.11,18.7,15.4,70.8,1018.5,-45,1018.5,18.1,13.3,9.48,139,98.6,3,1.9,0.09,18.7,3.3,1.208,
Z1-1,June 16,166,8:23 PM,8:38 PM,15,11.2,18.6,15.1,69.5,1018.6,-47,1018.6,17.8,12.9,9.21,130,98.7,2,1.3,0.09,18.5,3.5,1.209,
Z1-1,June 16,166,8:23 PM,8:53 PM,30,13.62,19,15.5,69.5,1018.3,-43,1018.3,18.4,13.3,9.45,150,98.5,2,1.7,0.09,18.9,3.5,1.207,
Z1-1,June 16,166,8:23 PM,9:08 PM,45,15.87,19,15.5,69.3,1018.1,-42,1018.1,18.4,13.3,9.47,153,98.5,0,0,0.06,19,3.5,1.207,
Z1-1,June 16,166,8:23 PM,9:23 PM,60,17.52,18.8,15.4,70.3,1018.1,-41,1018.1,18.1,13.3,9.44,145,98.6,0,0,0.06,18.7,3.4,1.208,
Z1-1,June 16,166,8:23 PM,9:38 PM,75,17.88,19.2,15.7,69.9,1018,-40,1018,18.8,13.6,9.67,163,98.4,0,0,0.06,19.2,3.5,1.205,
Z1-1,June 16,166,8:23 PM,9:53 PM,90,17.79,19.9,15.9,66.8,1017.7,-39,1017.7,19.4,13.5,9.61,188,98.2,0,0,0.06,19.8,4,1.202,
